fy_year,Taxable income percentile,avg_tax_rate,id,z,avg_tax_rate_rel,colour,alpha,size,label,group,text
2027-28,92,0.32,Baseline,FALSE,0.028,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 92
Avg. tax rate (03-04 = 0): 2.8"
2027-28,92,0.294,Budget2018,FALSE,0.002,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 92
Avg. tax rate (03-04 = 0): 0.2"
2003-04,93,0.362770177511933,,FALSE,0.0657701775119333,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 93
Avg. tax rate (03-04 = 0): 6.58"
2004-05,93,0.353275325964232,,FALSE,0.0562753259642319,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 93
Avg. tax rate (03-04 = 0): 5.63"
2005-06,93,0.332799436119694,,FALSE,0.0357994361196938,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 93
Avg. tax rate (03-04 = 0): 3.58"
2006-07,93,0.302143945882639,,FALSE,0.00514394588263928,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 93
Avg. tax rate (03-04 = 0): 0.51"
2007-08,93,0.29551984418918,,FALSE,-0.00148015581082006,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 93
Avg. tax rate (03-04 = 0): -0.15"
2008-09,93,0.285529927796853,,FALSE,-0.0114700722031473,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 93
Avg. tax rate (03-04 = 0): -1.15"
2009-10,93,0.279010090914833,,FALSE,-0.0179899090851674,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 93
Avg. tax rate (03-04 = 0): -1.8"
2010-11,93,0.276023420286275,,FALSE,-0.0209765797137248,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 93
Avg. tax rate (03-04 = 0): -2.1"
2011-12,93,0.280300281093002,,FALSE,-0.0166997189069985,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 93
Avg. tax rate (03-04 = 0): -1.67"
2012-13,93,0.274462203766746,,FALSE,-0.0225377962332541,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 93
Avg. tax rate (03-04 = 0): -2.25"
2013-14,93,0.274486191066591,,FALSE,-0.0225138089334086,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 93
Avg. tax rate (03-04 = 0): -2.25"
2014-15,93,0.279478654577239,,FALSE,-0.0175213454227609,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 93
Avg. tax rate (03-04 = 0): -1.75"
2015-16,93,0.279245954718012,,FALSE,-0.0177540452819884,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 93
Avg. tax rate (03-04 = 0): -1.78"
2018-19,93,0.3,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 93
Avg. tax rate (03-04 = 0): 0.3"
2018-19,93,0.299,Budget2018,FALSE,0.002,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 93
Avg. tax rate (03-04 = 0): 0.2"
2027-28,93,0.326,Baseline,FALSE,0.029,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 93
Avg. tax rate (03-04 = 0): 2.9"
2027-28,93,0.297,Budget2018,FALSE,0,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 93
Avg. tax rate (03-04 = 0): 0"
2003-04,94,0.369948302035567,,FALSE,0.0679483020355671,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 94
Avg. tax rate (03-04 = 0): 6.79"
2004-05,94,0.361001191311982,,FALSE,0.0590011913119822,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 94
Avg. tax rate (03-04 = 0): 5.9"
2005-06,94,0.341780920882174,,FALSE,0.0397809208821737,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 94
Avg. tax rate (03-04 = 0): 3.98"
2006-07,94,0.308739875890528,,FALSE,0.0067398758905281,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 94
Avg. tax rate (03-04 = 0): 0.67"
2007-08,94,0.302929148897208,,FALSE,0.000929148897208243,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 94
Avg. tax rate (03-04 = 0): 0.09"
2008-09,94,0.293674694902112,,FALSE,-0.00832530509788809,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 94
Avg. tax rate (03-04 = 0): -0.83"
2009-10,94,0.285911064713892,,FALSE,-0.0160889352861081,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 94
Avg. tax rate (03-04 = 0): -1.61"
2010-11,94,0.282756718133068,,FALSE,-0.0192432818669317,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 94
Avg. tax rate (03-04 = 0): -1.92"
2011-12,94,0.287225746242858,,FALSE,-0.0147742537571415,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 94
Avg. tax rate (03-04 = 0): -1.48"
2012-13,94,0.281048802391345,,FALSE,-0.0209511976086554,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 94
Avg. tax rate (03-04 = 0): -2.1"
2013-14,94,0.281089103470176,,FALSE,-0.0209108965298241,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 94
Avg. tax rate (03-04 = 0): -2.09"
2014-15,94,0.286134140649314,,FALSE,-0.0158658593506856,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 94
Avg. tax rate (03-04 = 0): -1.59"
2015-16,94,0.285917604823283,,FALSE,-0.0160823951767167,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 94
Avg. tax rate (03-04 = 0): -1.61"
2018-19,94,0.305,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 94
Avg. tax rate (03-04 = 0): 0.3"
2018-19,94,0.304,Budget2018,FALSE,0.002,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 94
Avg. tax rate (03-04 = 0): 0.2"
2027-28,94,0.335,Baseline,FALSE,0.033,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 94
Avg. tax rate (03-04 = 0): 3.3"
2027-28,94,0.3,Budget2018,FALSE,-0.002,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 94
Avg. tax rate (03-04 = 0): -0.2"
2003-04,95,0.377720427841972,,FALSE,0.0687204278419723,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 95
Avg. tax rate (03-04 = 0): 6.87"
2004-05,95,0.368957360740876,,FALSE,0.0599573607408758,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 95
Avg. tax rate (03-04 = 0): 6"
2005-06,95,0.351681833202307,,FALSE,0.0426818332023067,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 95
Avg. tax rate (03-04 = 0): 4.27"
2006-07,95,0.316527337222088,,FALSE,0.00752733722208798,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 95
Avg. tax rate (03-04 = 0): 0.75"
2007-08,95,0.310662023883007,,FALSE,0.00166202388300696,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 95
Avg. tax rate (03-04 = 0): 0.17"
2008-09,95,0.30168099869434,,FALSE,-0.00731900130566043,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 95
Avg. tax rate (03-04 = 0): -0.73"
2009-10,95,0.293662633363834,,FALSE,-0.015337366636166,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 95
Avg. tax rate (03-04 = 0): -1.53"
2010-11,95,0.289789534275416,,FALSE,-0.0192104657245838,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 95
Avg. tax rate (03-04 = 0): -1.92"
2011-12,95,0.294817333486657,,FALSE,-0.014182666513343,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 95
Avg. tax rate (03-04 = 0): -1.42"
2012-13,95,0.288302091134075,,FALSE,-0.0206979088659245,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 95
Avg. tax rate (03-04 = 0): -2.07"
2013-14,95,0.288340251934016,,FALSE,-0.0206597480659844,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 95
Avg. tax rate (03-04 = 0): -2.07"
2014-15,95,0.293330218603038,,FALSE,-0.0156697813969623,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 95
Avg. tax rate (03-04 = 0): -1.57"
2015-16,95,0.293101983481899,,FALSE,-0.015898016518101,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 95
Avg. tax rate (03-04 = 0): -1.59"
2018-19,95,0.311,Baseline,FALSE,0.002,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 95
Avg. tax rate (03-04 = 0): 0.2"
2018-19,95,0.31,Budget2018,FALSE,0.001,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 95
Avg. tax rate (03-04 = 0): 0.1"
2027-28,95,0.345,Baseline,FALSE,0.036,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 95
Avg. tax rate (03-04 = 0): 3.6"
2027-28,95,0.311,Budget2018,FALSE,0.002,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 95
Avg. tax rate (03-04 = 0): 0.2"
2003-04,96,0.386474113125406,,FALSE,0.0714741131254064,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 96
Avg. tax rate (03-04 = 0): 7.15"
2004-05,96,0.378753477453463,,FALSE,0.0637534774534626,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 96
Avg. tax rate (03-04 = 0): 6.38"
2005-06,96,0.363072799188551,,FALSE,0.0480727991885506,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 96
Avg. tax rate (03-04 = 0): 4.81"
2006-07,96,0.324457597249594,,FALSE,0.00945759724959366,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 96
Avg. tax rate (03-04 = 0): 0.95"
2007-08,96,0.319289737492423,,FALSE,0.0042897374924234,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 96
Avg. tax rate (03-04 = 0): 0.43"
2008-09,96,0.311289306101641,,FALSE,-0.00371069389835893,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 96
Avg. tax rate (03-04 = 0): -0.37"
2009-10,96,0.302002006759109,,FALSE,-0.012997993240891,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 96
Avg. tax rate (03-04 = 0): -1.3"
2010-11,96,0.297552458890127,,FALSE,-0.0174475411098729,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 96
Avg. tax rate (03-04 = 0): -1.74"
2011-12,96,0.303105477484104,,FALSE,-0.0118945225158961,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 96
Avg. tax rate (03-04 = 0): -1.19"
2012-13,96,0.29630762251794,,FALSE,-0.0186923774820597,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 96
Avg. tax rate (03-04 = 0): -1.87"
2013-14,96,0.296325881911873,,FALSE,-0.0186741180881274,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 96
Avg. tax rate (03-04 = 0): -1.87"
2014-15,96,0.301356043933435,,FALSE,-0.0136439560665652,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 96
Avg. tax rate (03-04 = 0): -1.36"
2015-16,96,0.301169940806117,,FALSE,-0.0138300591938832,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 96
Avg. tax rate (03-04 = 0): -1.38"
2018-19,96,0.317,Baseline,FALSE,0.002,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 96
Avg. tax rate (03-04 = 0): 0.2"
2018-19,96,0.317,Budget2018,FALSE,0.002,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 96
Avg. tax rate (03-04 = 0): 0.2"
2027-28,96,0.355,Baseline,FALSE,0.04,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 96
Avg. tax rate (03-04 = 0): 4"
2027-28,96,0.324,Budget2018,FALSE,0.00900000000000001,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 96
Avg. tax rate (03-04 = 0): 0.9"
2003-04,97,0.396197714888504,,FALSE,0.0721977148885041,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 97
Avg. tax rate (03-04 = 0): 7.22"
2004-05,97,0.388737832706335,,FALSE,0.0647378327063351,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 97
Avg. tax rate (03-04 = 0): 6.47"
2005-06,97,0.374533344974981,,FALSE,0.0505333449749809,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 97
Avg. tax rate (03-04 = 0): 5.05"
2006-07,97,0.33429203921605,,FALSE,0.0102920392160503,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 97
Avg. tax rate (03-04 = 0): 1.03"
2007-08,97,0.330010847074149,,FALSE,0.00601084707414901,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 97
Avg. tax rate (03-04 = 0): 0.6"
2008-09,97,0.321497776671184,,FALSE,-0.002502223328816,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 97
Avg. tax rate (03-04 = 0): -0.25"
2009-10,97,0.311395609387796,,FALSE,-0.0126043906122043,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 97
Avg. tax rate (03-04 = 0): -1.26"
2010-11,97,0.306488384652633,,FALSE,-0.0175116153473674,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 97
Avg. tax rate (03-04 = 0): -1.75"
2011-12,97,0.312577978369709,,FALSE,-0.0114220216302913,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 97
Avg. tax rate (03-04 = 0): -1.14"
2012-13,97,0.305455200831603,,FALSE,-0.0185447991683972,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 97
Avg. tax rate (03-04 = 0): -1.85"
2013-14,97,0.305563956960962,,FALSE,-0.0184360430390379,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 97
Avg. tax rate (03-04 = 0): -1.84"
2014-15,97,0.310484310444199,,FALSE,-0.0135156895558013,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 97
Avg. tax rate (03-04 = 0): -1.35"
2015-16,97,0.31033246632791,,FALSE,-0.0136675336720902,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 97
Avg. tax rate (03-04 = 0): -1.37"
2018-19,97,0.328,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 97
Avg. tax rate (03-04 = 0): 0.4"
2018-19,97,0.328,Budget2018,FALSE,0.004,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 97
Avg. tax rate (03-04 = 0): 0.4"
2027-28,97,0.366,Baseline,FALSE,0.042,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 97
Avg. tax rate (03-04 = 0): 4.2"
2027-28,97,0.338,Budget2018,FALSE,0.014,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 97
Avg. tax rate (03-04 = 0): 1.4"
2003-04,98,0.409605265896241,,FALSE,0.0676052658962406,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 98
Avg. tax rate (03-04 = 0): 6.76"
2004-05,98,0.401653392338561,,FALSE,0.0596533923385606,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 98
Avg. tax rate (03-04 = 0): 5.97"
2005-06,98,0.391035412780784,,FALSE,0.0490354127807838,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 98
Avg. tax rate (03-04 = 0): 4.9"
2006-07,98,0.352885645565954,,FALSE,0.0108856455659535,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 98
Avg. tax rate (03-04 = 0): 1.09"
2007-08,98,0.346681772651474,,FALSE,0.00468177265147374,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 98
Avg. tax rate (03-04 = 0): 0.47"
2008-09,98,0.333980644081489,,FALSE,-0.00801935591851072,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 98
Avg. tax rate (03-04 = 0): -0.8"
2009-10,98,0.323113788728435,,FALSE,-0.0188862112715653,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 98
Avg. tax rate (03-04 = 0): -1.89"
2010-11,98,0.317675952793757,,FALSE,-0.0243240472062432,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 98
Avg. tax rate (03-04 = 0): -2.43"
2011-12,98,0.324139345099802,,FALSE,-0.0178606549001983,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 98
Avg. tax rate (03-04 = 0): -1.79"
2012-13,98,0.316800002804846,,FALSE,-0.0251999971951545,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 98
Avg. tax rate (03-04 = 0): -2.52"
2013-14,98,0.316937856663954,,FALSE,-0.0250621433360464,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 98
Avg. tax rate (03-04 = 0): -2.51"
2014-15,98,0.321804994400344,,FALSE,-0.0201950055996559,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 98
Avg. tax rate (03-04 = 0): -2.02"
2015-16,98,0.32175617605094,,FALSE,-0.0202438239490597,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 98
Avg. tax rate (03-04 = 0): -2.02"
2018-19,98,0.346,Baseline,FALSE,0.00399999999999995,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 98
Avg. tax rate (03-04 = 0): 0.4"
2018-19,98,0.345,Budget2018,FALSE,0.00299999999999995,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 98
Avg. tax rate (03-04 = 0): 0.3"
2027-28,98,0.377,Baseline,FALSE,0.035,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 98
Avg. tax rate (03-04 = 0): 3.5"
2027-28,98,0.352,Budget2018,FALSE,0.00999999999999995,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 98
Avg. tax rate (03-04 = 0): 1"
2003-04,99,0.421997897271263,,FALSE,0.0519978972712626,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 99
Avg. tax rate (03-04 = 0): 5.2"
2004-05,99,0.418738325626966,,FALSE,0.0487383256269655,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 99
Avg. tax rate (03-04 = 0): 4.87"
2005-06,99,0.408194878198443,,FALSE,0.038194878198443,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 99
Avg. tax rate (03-04 = 0): 3.82"
2006-07,99,0.37375202504669,,FALSE,0.00375202504669031,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 99
Avg. tax rate (03-04 = 0): 0.38"
2007-08,99,0.37707436641749,,FALSE,0.00707436641749032,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 99
Avg. tax rate (03-04 = 0): 0.71"
2008-09,99,0.366778794291002,,FALSE,-0.0032212057089982,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 99
Avg. tax rate (03-04 = 0): -0.32"
2009-10,99,0.356927804971426,,FALSE,-0.013072195028574,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 99
Avg. tax rate (03-04 = 0): -1.31"
2010-11,99,0.346270730096931,,FALSE,-0.0237292699030692,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 99
Avg. tax rate (03-04 = 0): -2.37"
2011-12,99,0.351781378161054,,FALSE,-0.0182186218389458,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 99
Avg. tax rate (03-04 = 0): -1.82"
2012-13,99,0.344948790529703,,FALSE,-0.0250512094702975,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 99
Avg. tax rate (03-04 = 0): -2.51"
2013-14,99,0.34318450675072,,FALSE,-0.0268154932492804,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 99
Avg. tax rate (03-04 = 0): -2.68"
2014-15,99,0.351127113446054,,FALSE,-0.0188728865539459,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 99
Avg. tax rate (03-04 = 0): -1.89"
2015-16,99,0.351413265920224,,FALSE,-0.0185867340797757,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 99
Avg. tax rate (03-04 = 0): -1.86"
2018-19,99,0.372,Baseline,FALSE,0.002,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 99
Avg. tax rate (03-04 = 0): 0.2"
2018-19,99,0.372,Budget2018,FALSE,0.002,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 99
Avg. tax rate (03-04 = 0): 0.2"
2027-28,99,0.396,Baseline,FALSE,0.026,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 99
Avg. tax rate (03-04 = 0): 2.6"
2027-28,99,0.376,Budget2018,FALSE,0.00600000000000001,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 99
Avg. tax rate (03-04 = 0): 0.6"
2003-04,100,0.452233401320135,,FALSE,0.0422334013201354,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 100
Avg. tax rate (03-04 = 0): 4.22"
2004-05,100,0.450288748079199,,FALSE,0.0402887480791986,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 100
Avg. tax rate (03-04 = 0): 4.03"
2005-06,100,0.444487309962636,,FALSE,0.0344873099626362,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 100
Avg. tax rate (03-04 = 0): 3.45"
2006-07,100,0.420932657726096,,FALSE,0.0109326577260956,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 100
Avg. tax rate (03-04 = 0): 1.09"
2007-08,100,0.412181715097433,,FALSE,0.00218171509743276,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 100
Avg. tax rate (03-04 = 0): 0.22"
2008-09,100,0.403454586953008,,FALSE,-0.00654541304699241,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 100
Avg. tax rate (03-04 = 0): -0.65"
2009-10,100,0.393168097306202,,FALSE,-0.0168319026937977,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 100
Avg. tax rate (03-04 = 0): -1.68"
2010-11,100,0.386013736895235,,FALSE,-0.023986263104765,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 100
Avg. tax rate (03-04 = 0): -2.4"
2011-12,100,0.401582893153236,,FALSE,-0.00841710684676378,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 100
Avg. tax rate (03-04 = 0): -0.84"
2012-13,100,0.39741559825815,,FALSE,-0.0125844017418496,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 100
Avg. tax rate (03-04 = 0): -1.26"
2013-14,100,0.395832922983513,,FALSE,-0.0141670770164872,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 100
Avg. tax rate (03-04 = 0): -1.42"
2014-15,100,0.411634850637963,,FALSE,0.00163485063796337,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 100
Avg. tax rate (03-04 = 0): 0.16"
2015-16,100,0.410593502522809,,FALSE,0.000593502522808487,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 100
Avg. tax rate (03-04 = 0): 0.06"
