fy_year,Taxable income percentile,avg_tax_rate,id,z,avg_tax_rate_rel,colour,alpha,size,label,group,text
2027-28,83,0.292,Baseline,FALSE,0.038,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 83
Avg. tax rate (03-04 = 0): 3.8"
2027-28,83,0.273,Budget2018,FALSE,0.019,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 83
Avg. tax rate (03-04 = 0): 1.9"
2003-04,84,0.313845985803385,,FALSE,0.0558459858033849,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 84
Avg. tax rate (03-04 = 0): 5.58"
2004-05,84,0.299761655313079,,FALSE,0.0417616553130792,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 84
Avg. tax rate (03-04 = 0): 4.18"
2005-06,84,0.283037868794276,,FALSE,0.0250378687942758,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 84
Avg. tax rate (03-04 = 0): 2.5"
2006-07,84,0.25743291019629,,FALSE,-0.000567089803709953,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 84
Avg. tax rate (03-04 = 0): -0.06"
2007-08,84,0.247690773632996,,FALSE,-0.0103092263670038,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 84
Avg. tax rate (03-04 = 0): -1.03"
2008-09,84,0.236351306929034,,FALSE,-0.0216486930709658,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 84
Avg. tax rate (03-04 = 0): -2.16"
2009-10,84,0.234513842079958,,FALSE,-0.023486157920042,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 84
Avg. tax rate (03-04 = 0): -2.35"
2010-11,84,0.234681913912276,,FALSE,-0.023318086087724,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 84
Avg. tax rate (03-04 = 0): -2.33"
2011-12,84,0.237517183576407,,FALSE,-0.0204828164235926,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 84
Avg. tax rate (03-04 = 0): -2.05"
2012-13,84,0.231073222983078,,FALSE,-0.0269267770169225,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 84
Avg. tax rate (03-04 = 0): -2.69"
2013-14,84,0.231091959729597,,FALSE,-0.0269080402704027,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 84
Avg. tax rate (03-04 = 0): -2.69"
2014-15,84,0.236094161620781,,FALSE,-0.0219058383792188,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 84
Avg. tax rate (03-04 = 0): -2.19"
2015-16,84,0.23579859497291,,FALSE,-0.0222014050270898,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 84
Avg. tax rate (03-04 = 0): -2.22"
2018-19,84,0.262,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 84
Avg. tax rate (03-04 = 0): 0.4"
2018-19,84,0.256,Budget2018,FALSE,-0.002,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 84
Avg. tax rate (03-04 = 0): -0.2"
2027-28,84,0.295,Baseline,FALSE,0.037,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 84
Avg. tax rate (03-04 = 0): 3.7"
2027-28,84,0.276,Budget2018,FALSE,0.018,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 84
Avg. tax rate (03-04 = 0): 1.8"
2003-04,85,0.318096829961811,,FALSE,0.0560968299618105,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 85
Avg. tax rate (03-04 = 0): 5.61"
2004-05,85,0.304521223702916,,FALSE,0.0425212237029162,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 85
Avg. tax rate (03-04 = 0): 4.25"
2005-06,85,0.286851856997933,,FALSE,0.0248518569979328,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 85
Avg. tax rate (03-04 = 0): 2.49"
2006-07,85,0.261407065935603,,FALSE,-0.000592934064397477,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 85
Avg. tax rate (03-04 = 0): -0.06"
2007-08,85,0.252606625341095,,FALSE,-0.00939337465890477,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 85
Avg. tax rate (03-04 = 0): -0.94"
2008-09,85,0.239283046861146,,FALSE,-0.0227169531388539,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 85
Avg. tax rate (03-04 = 0): -2.27"
2009-10,85,0.237013369871847,,FALSE,-0.0249866301281532,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 85
Avg. tax rate (03-04 = 0): -2.5"
2010-11,85,0.236908791872411,,FALSE,-0.0250912081275891,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 85
Avg. tax rate (03-04 = 0): -2.51"
2011-12,85,0.240003894318151,,FALSE,-0.0219961056818494,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 85
Avg. tax rate (03-04 = 0): -2.2"
2012-13,85,0.234227161554416,,FALSE,-0.0277728384455843,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 85
Avg. tax rate (03-04 = 0): -2.78"
2013-14,85,0.234222921701212,,FALSE,-0.0277770782987883,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 85
Avg. tax rate (03-04 = 0): -2.78"
2014-15,85,0.239229276918185,,FALSE,-0.0227707230818146,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 85
Avg. tax rate (03-04 = 0): -2.28"
2015-16,85,0.239030405390043,,FALSE,-0.0229695946099573,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 85
Avg. tax rate (03-04 = 0): -2.3"
2018-19,85,0.265,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 85
Avg. tax rate (03-04 = 0): 0.3"
2018-19,85,0.26,Budget2018,FALSE,-0.002,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 85
Avg. tax rate (03-04 = 0): -0.2"
2027-28,85,0.298,Baseline,FALSE,0.036,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 85
Avg. tax rate (03-04 = 0): 3.6"
2027-28,85,0.278,Budget2018,FALSE,0.016,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 85
Avg. tax rate (03-04 = 0): 1.6"
2003-04,86,0.323273333552847,,FALSE,0.0582733335528472,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 86
Avg. tax rate (03-04 = 0): 5.83"
2004-05,86,0.310180153548674,,FALSE,0.0451801535486738,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 86
Avg. tax rate (03-04 = 0): 4.52"
2005-06,86,0.291130979199128,,FALSE,0.0261309791991282,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 86
Avg. tax rate (03-04 = 0): 2.61"
2006-07,86,0.265986134643966,,FALSE,0.00098613464396613,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 86
Avg. tax rate (03-04 = 0): 0.1"
2007-08,86,0.256979256414481,,FALSE,-0.00802074358551896,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 86
Avg. tax rate (03-04 = 0): -0.8"
2008-09,86,0.243868066759497,,FALSE,-0.0211319332405028,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 86
Avg. tax rate (03-04 = 0): -2.11"
2009-10,86,0.241090942580888,,FALSE,-0.0239090574191117,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 86
Avg. tax rate (03-04 = 0): -2.39"
2010-11,86,0.240430714586883,,FALSE,-0.0245692854131175,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 86
Avg. tax rate (03-04 = 0): -2.46"
2011-12,86,0.243998272240251,,FALSE,-0.0210017277597486,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 86
Avg. tax rate (03-04 = 0): -2.1"
2012-13,86,0.238370489896764,,FALSE,-0.0266295101032357,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 86
Avg. tax rate (03-04 = 0): -2.66"
2013-14,86,0.238398594824538,,FALSE,-0.0266014051754624,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 86
Avg. tax rate (03-04 = 0): -2.66"
2014-15,86,0.243397758064618,,FALSE,-0.021602241935382,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 86
Avg. tax rate (03-04 = 0): -2.16"
2015-16,86,0.243171276805821,,FALSE,-0.0218287231941789,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 86
Avg. tax rate (03-04 = 0): -2.18"
2018-19,86,0.269,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 86
Avg. tax rate (03-04 = 0): 0.4"
2018-19,86,0.264,Budget2018,FALSE,-0.001,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 86
Avg. tax rate (03-04 = 0): -0.1"
2027-28,86,0.301,Baseline,FALSE,0.036,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 86
Avg. tax rate (03-04 = 0): 3.6"
2027-28,86,0.28,Budget2018,FALSE,0.015,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 86
Avg. tax rate (03-04 = 0): 1.5"
2003-04,87,0.327805503686875,,FALSE,0.0588055036868748,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 87
Avg. tax rate (03-04 = 0): 5.88"
2004-05,87,0.315124472892921,,FALSE,0.0461244728929213,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 87
Avg. tax rate (03-04 = 0): 4.61"
2005-06,87,0.295620732435253,,FALSE,0.0266207324352525,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 87
Avg. tax rate (03-04 = 0): 2.66"
2006-07,87,0.270427979280831,,FALSE,0.00142797928083105,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 87
Avg. tax rate (03-04 = 0): 0.14"
2007-08,87,0.261866080667764,,FALSE,-0.00713391933223578,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 87
Avg. tax rate (03-04 = 0): -0.71"
2008-09,87,0.248502589036418,,FALSE,-0.0204974109635817,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 87
Avg. tax rate (03-04 = 0): -2.05"
2009-10,87,0.245941928856095,,FALSE,-0.0230580711439055,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 87
Avg. tax rate (03-04 = 0): -2.31"
2010-11,87,0.245451441049332,,FALSE,-0.0235485589506683,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 87
Avg. tax rate (03-04 = 0): -2.35"
2011-12,87,0.248396521727306,,FALSE,-0.0206034782726944,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 87
Avg. tax rate (03-04 = 0): -2.06"
2012-13,87,0.242798542973266,,FALSE,-0.0262014570267343,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 87
Avg. tax rate (03-04 = 0): -2.62"
2013-14,87,0.242814433879314,,FALSE,-0.0261855661206861,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 87
Avg. tax rate (03-04 = 0): -2.62"
2014-15,87,0.247844888537169,,FALSE,-0.0211551114628306,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 87
Avg. tax rate (03-04 = 0): -2.12"
2015-16,87,0.247417788068432,,FALSE,-0.0215822119315681,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 87
Avg. tax rate (03-04 = 0): -2.16"
2018-19,87,0.273,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 87
Avg. tax rate (03-04 = 0): 0.4"
2018-19,87,0.269,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 87
Avg. tax rate (03-04 = 0): 0"
2027-28,87,0.303,Baseline,FALSE,0.034,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 87
Avg. tax rate (03-04 = 0): 3.4"
2027-28,87,0.282,Budget2018,FALSE,0.013,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 87
Avg. tax rate (03-04 = 0): 1.3"
2003-04,88,0.333555018825114,,FALSE,0.0605550188251142,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 88
Avg. tax rate (03-04 = 0): 6.06"
2004-05,88,0.320862705343758,,FALSE,0.0478627053437576,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 88
Avg. tax rate (03-04 = 0): 4.79"
2005-06,88,0.299596099388711,,FALSE,0.0265960993887107,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 88
Avg. tax rate (03-04 = 0): 2.66"
2006-07,88,0.274773652360416,,FALSE,0.00177365236041627,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 88
Avg. tax rate (03-04 = 0): 0.18"
2007-08,88,0.266918364644677,,FALSE,-0.00608163535532341,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 88
Avg. tax rate (03-04 = 0): -0.61"
2008-09,88,0.254115358234278,,FALSE,-0.0188846417657216,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 88
Avg. tax rate (03-04 = 0): -1.89"
2009-10,88,0.250643948832643,,FALSE,-0.0223560511673568,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 88
Avg. tax rate (03-04 = 0): -2.24"
2010-11,88,0.249632391483963,,FALSE,-0.0233676085160367,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 88
Avg. tax rate (03-04 = 0): -2.34"
2011-12,88,0.252919134113668,,FALSE,-0.0200808658863323,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 88
Avg. tax rate (03-04 = 0): -2.01"
2012-13,88,0.247346588863983,,FALSE,-0.0256534111360171,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 88
Avg. tax rate (03-04 = 0): -2.57"
2013-14,88,0.247347272472845,,FALSE,-0.0256527275271552,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 88
Avg. tax rate (03-04 = 0): -2.57"
2014-15,88,0.252338517839718,,FALSE,-0.0206614821602818,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 88
Avg. tax rate (03-04 = 0): -2.07"
2015-16,88,0.25215078660245,,FALSE,-0.0208492133975501,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 88
Avg. tax rate (03-04 = 0): -2.08"
2018-19,88,0.277,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 88
Avg. tax rate (03-04 = 0): 0.4"
2018-19,88,0.273,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 88
Avg. tax rate (03-04 = 0): 0"
2027-28,88,0.307,Baseline,FALSE,0.034,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 88
Avg. tax rate (03-04 = 0): 3.4"
2027-28,88,0.284,Budget2018,FALSE,0.011,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 88
Avg. tax rate (03-04 = 0): 1.1"
2003-04,89,0.338722495251814,,FALSE,0.0607224952518136,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 89
Avg. tax rate (03-04 = 0): 6.07"
2004-05,89,0.326282289776883,,FALSE,0.048282289776883,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 89
Avg. tax rate (03-04 = 0): 4.83"
2005-06,89,0.304898477303117,,FALSE,0.0268984773031168,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 89
Avg. tax rate (03-04 = 0): 2.69"
2006-07,89,0.279922355706648,,FALSE,0.00192235570664834,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 89
Avg. tax rate (03-04 = 0): 0.19"
2007-08,89,0.272165799897029,,FALSE,-0.00583420010297081,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 89
Avg. tax rate (03-04 = 0): -0.58"
2008-09,89,0.259935912110917,,FALSE,-0.018064087889083,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 89
Avg. tax rate (03-04 = 0): -1.81"
2009-10,89,0.255870156181779,,FALSE,-0.0221298438182211,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 89
Avg. tax rate (03-04 = 0): -2.21"
2010-11,89,0.254341620621435,,FALSE,-0.0236583793785652,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 89
Avg. tax rate (03-04 = 0): -2.37"
2011-12,89,0.2577619285236,,FALSE,-0.0202380714763996,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 89
Avg. tax rate (03-04 = 0): -2.02"
2012-13,89,0.252203997220697,,FALSE,-0.0257960027793028,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 89
Avg. tax rate (03-04 = 0): -2.58"
2013-14,89,0.252186272700771,,FALSE,-0.0258137272992293,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 89
Avg. tax rate (03-04 = 0): -2.58"
2014-15,89,0.257207349685105,,FALSE,-0.0207926503148949,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 89
Avg. tax rate (03-04 = 0): -2.08"
2015-16,89,0.256989203144669,,FALSE,-0.0210107968553311,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 89
Avg. tax rate (03-04 = 0): -2.1"
2018-19,89,0.281,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 89
Avg. tax rate (03-04 = 0): 0.3"
2018-19,89,0.278,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 89
Avg. tax rate (03-04 = 0): 0"
2027-28,89,0.31,Baseline,FALSE,0.032,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 89
Avg. tax rate (03-04 = 0): 3.2"
2027-28,89,0.287,Budget2018,FALSE,0.00899999999999995,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 89
Avg. tax rate (03-04 = 0): 0.9"
2003-04,90,0.343942934690074,,FALSE,0.0619429346900737,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 90
Avg. tax rate (03-04 = 0): 6.19"
2004-05,90,0.332447262792868,,FALSE,0.0504472627928682,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 90
Avg. tax rate (03-04 = 0): 5.04"
2005-06,90,0.309822936897879,,FALSE,0.0278229368978795,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 90
Avg. tax rate (03-04 = 0): 2.78"
2006-07,90,0.284945284852023,,FALSE,0.00294528485202278,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 90
Avg. tax rate (03-04 = 0): 0.29"
2007-08,90,0.277278483756851,,FALSE,-0.0047215162431492,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 90
Avg. tax rate (03-04 = 0): -0.47"
2008-09,90,0.266097872941536,,FALSE,-0.0159021270584644,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 90
Avg. tax rate (03-04 = 0): -1.59"
2009-10,90,0.261340127500294,,FALSE,-0.0206598724997058,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 90
Avg. tax rate (03-04 = 0): -2.07"
2010-11,90,0.259473342640537,,FALSE,-0.0225266573594631,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 90
Avg. tax rate (03-04 = 0): -2.25"
2011-12,90,0.262835873737009,,FALSE,-0.0191641262629907,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 90
Avg. tax rate (03-04 = 0): -1.92"
2012-13,90,0.257266111086855,,FALSE,-0.0247338889131449,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 90
Avg. tax rate (03-04 = 0): -2.47"
2013-14,90,0.257254864662965,,FALSE,-0.0247451353370354,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 90
Avg. tax rate (03-04 = 0): -2.47"
2014-15,90,0.262299634611611,,FALSE,-0.0197003653883887,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 90
Avg. tax rate (03-04 = 0): -1.97"
2015-16,90,0.262104027776109,,FALSE,-0.0198959722238912,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 90
Avg. tax rate (03-04 = 0): -1.99"
2018-19,90,0.285,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 90
Avg. tax rate (03-04 = 0): 0.3"
2018-19,90,0.283,Budget2018,FALSE,0.001,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 90
Avg. tax rate (03-04 = 0): 0.1"
2027-28,90,0.313,Baseline,FALSE,0.031,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 90
Avg. tax rate (03-04 = 0): 3.1"
2027-28,90,0.289,Budget2018,FALSE,0.00700000000000001,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 90
Avg. tax rate (03-04 = 0): 0.7"
2003-04,91,0.349717234451831,,FALSE,0.0627172344518306,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 91
Avg. tax rate (03-04 = 0): 6.27"
2004-05,91,0.338688527558771,,FALSE,0.0516885275587714,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 91
Avg. tax rate (03-04 = 0): 5.17"
2005-06,91,0.316840390118561,,FALSE,0.0298403901185608,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 91
Avg. tax rate (03-04 = 0): 2.98"
2006-07,91,0.290266347633274,,FALSE,0.00326634763327371,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 91
Avg. tax rate (03-04 = 0): 0.33"
2007-08,91,0.283082573686922,,FALSE,-0.00391742631307845,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 91
Avg. tax rate (03-04 = 0): -0.39"
2008-09,91,0.27215882015563,,FALSE,-0.0148411798443705,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 91
Avg. tax rate (03-04 = 0): -1.48"
2009-10,91,0.266773483070001,,FALSE,-0.0202265169299987,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 91
Avg. tax rate (03-04 = 0): -2.02"
2010-11,91,0.264602111840604,,FALSE,-0.0223978881593957,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 91
Avg. tax rate (03-04 = 0): -2.24"
2011-12,91,0.268230766058715,,FALSE,-0.018769233941285,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 91
Avg. tax rate (03-04 = 0): -1.88"
2012-13,91,0.262663620518628,,FALSE,-0.0243363794813721,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 91
Avg. tax rate (03-04 = 0): -2.43"
2013-14,91,0.262611316368543,,FALSE,-0.0243886836314574,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 91
Avg. tax rate (03-04 = 0): -2.44"
2014-15,91,0.26760388984253,,FALSE,-0.0193961101574698,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 91
Avg. tax rate (03-04 = 0): -1.94"
2015-16,91,0.267449864934644,,FALSE,-0.0195501350653558,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 91
Avg. tax rate (03-04 = 0): -1.96"
2018-19,91,0.29,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 91
Avg. tax rate (03-04 = 0): 0.3"
2018-19,91,0.288,Budget2018,FALSE,0.001,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 91
Avg. tax rate (03-04 = 0): 0.1"
2027-28,91,0.316,Baseline,FALSE,0.029,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 91
Avg. tax rate (03-04 = 0): 2.9"
2027-28,91,0.291,Budget2018,FALSE,0.004,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 91
Avg. tax rate (03-04 = 0): 0.4"
2003-04,92,0.356247420985288,,FALSE,0.064247420985288,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 92
Avg. tax rate (03-04 = 0): 6.42"
2004-05,92,0.345407727667295,,FALSE,0.0534077276672951,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 92
Avg. tax rate (03-04 = 0): 5.34"
2005-06,92,0.324224429093785,,FALSE,0.0322244290937848,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 92
Avg. tax rate (03-04 = 0): 3.22"
2006-07,92,0.295565182563188,,FALSE,0.00356518256318772,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 92
Avg. tax rate (03-04 = 0): 0.36"
2007-08,92,0.289186629586848,,FALSE,-0.00281337041315244,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 92
Avg. tax rate (03-04 = 0): -0.28"
2008-09,92,0.27890315384213,,FALSE,-0.0130968461578704,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 92
Avg. tax rate (03-04 = 0): -1.31"
2009-10,92,0.272729022338876,,FALSE,-0.0192709776611242,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 92
Avg. tax rate (03-04 = 0): -1.93"
2010-11,92,0.270239759898463,,FALSE,-0.0217602401015374,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 92
Avg. tax rate (03-04 = 0): -2.18"
2011-12,92,0.27399986095258,,FALSE,-0.0180001390474199,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 92
Avg. tax rate (03-04 = 0): -1.8"
2012-13,92,0.268413871543962,,FALSE,-0.0235861284560383,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 92
Avg. tax rate (03-04 = 0): -2.36"
2013-14,92,0.268318721490307,,FALSE,-0.023681278509693,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 92
Avg. tax rate (03-04 = 0): -2.37"
2014-15,92,0.273367070936472,,FALSE,-0.0186329290635277,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 92
Avg. tax rate (03-04 = 0): -1.86"
2015-16,92,0.273166750959401,,FALSE,-0.0188332490405995,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 92
Avg. tax rate (03-04 = 0): -1.88"
2018-19,92,0.294,Baseline,FALSE,0.002,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 92
Avg. tax rate (03-04 = 0): 0.2"
2018-19,92,0.293,Budget2018,FALSE,0.001,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 92
Avg. tax rate (03-04 = 0): 0.1"
